2	1895ApJ.....3..162M	 Mrs. Fleming, Pickering, E.C: 1895, Astrophys.J. 3, 162
2	1989CiUO.........4H	 (= Harvard Coll.Obs.Circ. No.4)
1	1897ApJ.....5..233C	 Campbell, W.W.:1897, Astrophys.J. 5, 233
1	1896PASP....8..220H	 Hussey, W.J.: 1896, Publ.Astron.Soc.Pacific 8, 220
1	1896AJ.....16...85H	 Hussey, W.J.: 1895, Astron. J. 16, 85
1	1898AJ.....19...31H	 Hussey, W.J.: 1898, Astron. J. 19, 31
1	1933AnHar..84..189W	 Walker, A.D.: 1923, Harvard Ann. 84, 189
2	1916AnHar..76...34C	 Cannon, A.J.: 1916, Harvard Ann. 76, 34
1	1898AJ.....19...92P	 Parkhurst, H.M.: 1898, Astron.J. 19, 92
1	1917LicOB...9..108C	 Curtis, H.D.: 1917, Lick Obs.Bull. 9, 108
1	1938ApJ....88..285B	 Baade, W.: 1938, Astrophys.J. 88, 285
0	-------------------	 (new estimates of Curtis' data)
1	1938ApJ....88..285B	 Baade, W.: 1938, Astrophys.J. 88, 285
0	-------------------	 (new estimates of old data)
1	1922AN....215..215B	 Balanowski, J.: 1922, Astron. Nachr. 215, 215
2	1939AnHar.910...47H	 Hoffleit, D.: 1939, Harvard Bull. No. 910, 47
1	1920AN....210..373W	 Wolf, M.: 1920, Astron. Nachr. 210, 373
1	1939PNAS...25..569S	 Shapley, H.: 1939, Proc.nat.Acad.Sci.USA 25, 569
2	1989AstNw......187H	 (=Harvard Repr. No. 187)
1	1938ApJ....88..411B	 Baade, W., Zwicky, F.: 1938, Astrophys.J. 88, 411
2	1939ATsir..28...73D	 Deutsch, A.N.: 1939, Pulkovo Circ. 28, 73
2	1938AN....265...76J	 Jacchia, L.:1938, Astron. Nachr. 265, 76
2	1938PZP.....5..176P	 Parenago, P.P.: 1938, Perm.Zvezdy 5, 176
1	1939AN....268..341B	 Beyer, M.: 1939, Astron. Nachr. 268, 341
1	1938ApJ....88..411B	 Baade, W., Zwicky, F.: 1938, Astrophys.J. 88, 411
1	1939AN....268..341B	 Beyer, M.: 1939, Astron. Nachr. 268, 341
1	1938MNRAS..98..216B	 Beer, A., Gregory, C.C.L.: 1938, Mon.Not.R.Astr.Soc. 98, 216
1	1939BHarO.910....1H	 Hoffleit, D.: 1939, Harvard Bull. No. 910, 1
2	1939AN....265...75J	 Jacchia, L.: 1939, Astron. Nachr. 265, 75
0	-------------------	 Stobbe, J., Wachmann, H.O., Morgenroth, H.O., Strohmeier, W.:
1	1937AN....263..447.	 1937, Astron. Nachr. 263, 447
1	1949PZ......7..109P	 Parenago, P.P.: 1949, Perm.Zvezdy 7, 109
1	1967AN....290...85R	 Rudnicki, K.: 1966, Astron. Nachr. 290, 85
1	1942ApJ....96...28Z	 Zwicky, F.: 1942, Astrophys.J. 96, 28
0	-------------------	 Baade, W.: as cited in Minkowski :1964,
2	1989ARA&A...2..244.	 Ann.Rev.Astron.Astrophys. 2, 244
1	1939AN....268..341B	 Beyer, M.: 1939, Astron. Nachr. 268, 341
2	1939AnHar.910...47H	 Hoffleit, D.: 1939, Harvard Bull. No. 910, 47
1	1939PASP...51..166G	 Giclas, H.L.: 1939, Publ.Astron.Soc.Pacific 51, 166
2	1939AnHar.487.....S	 Shapley, H.: 1939, Harvard Coll.Ann.Card No. 487
0	-------------------	 Baade, W.: as cited in Minkowski :1964,
2	1989ARA&A...2..244.	 Ann.Rev.Astron.Astrophys. 2, 244
2	1939AnHar.487.....H	 Hoffleit, D.: 1939, Harvard Coll.Ann.Card No. 487
2	1939AnHar.190...31C	 Campbell, L.: 1939, Harvard Repr. No. 190, 31
1	1950PASP...62..116H	 Humason M.: 1950, Publ.Astron.Soc.Pacific 62, 116
1	1955MmSAI..26..185P	 Pietra, S.: 1955, Mem.Soc.Astr.Ital. 26, 185
1	1955ZA.....35..205W	 Wellmann, P., Beyer, M.: 1955, Z.Astrophys. 35, 205
1	1960PASP...72...97W	 Wild, P.: 1960, Publ.Astron.Soc.Pacific 72, 97
2	1954IAUC.1464....1H	 Hoffmeister, C.: 1954, IAU Circ. No. 1464
1	1960PASP...72...97W	 Wild, P.: 1960, Publ.Astron.Soc.Pacific 72, 97
1	1955MmSAI..26..185P	 Pietra, S.: 1955, Mem.Soc.Astr.Ital. 26, 185
1	1956PASP...68..271Z	 Zwicky, F.: 1956, Publ.Astron.Soc.Pacific 68, 271
2	1968IAUC.2058....1Z	 Zwicky, F.: 1968, IAU Circ. No. 2058
1	1964AJ.....69..759Z	 Zwicky, F., Karpowicz, M.: 1964, Astron.J. 69, 759
2	1957IAUC.1588....1S	 Schuerer, M.: 1957, IAU Circ. No. 1588
2	1957IAUC.1591....1A	 Antal, M.: 1957, IAU Circ. No. 1591
1	1964AJ.....69..236B	 Bertola, F.: 1964, Astron.J. 69, 236
2	1957Stern..33..127W	 Wenzel, W.: 1957, Die Sterne 33, 127
0	-------------------	 Wenzel, W.: 1957, Nachrichtenblatt der Astronomischen Zentralstelle,
0	-------------------	 Vorl. Mitteilungen, Astronomisches Recheninstitut Heidelberg
1	1965AJ.....70..564Z	 Zwicky, F., Karpowicz, M.: 1965, Astron.J. 70, 564
1	1964AJ.....69..236B	 Bertola, F.: 1964, Astron.J. 69, 236
1	1958AN....284..141G	 Goetz, W.: 1957, Astron. Nachr. 284, 141
1	1958AJ.....63..146G	 Gaposchkin, S.: 1958, Astron.J. 63, 146
2	1957CMaPh........1R	 Romano, G.: 1957, Comm.Padova No. 1
2	1989SSRv...27...10.	 (= Ric.Sci.Roma 27, 10)
2	1957AcASn...5..321L	 Li Tzin: 1957, Acta Astron. Sinica 5, 321
2	1957S&T....16..432R	 Romano, G.: 1957, Sky Telescope 16, 432
2	1957S&T....16..432G	 Gates, H.S.: 1957, Sky Telescope 16, 432
1	1962PASP...74..116M	 Mihalas,D.: 1962, Publ.Astron.Soc.Pacific 74, 116
2	1964AJ.....69..236B	 Bertola, F.: 1964, Astron.J. 69, 238
1	1961MmSAI..32..249T	 Tempesti, P.: 1961, Mem.Soc.Astr.Ital. 32, 249
2	1960IAUC.1725....1H	 Huth, H., Jones, A., Humason, M.: 1960, IAU Circ. No. 1721, 1723, 1725
1	1962MmSAI..33..147M	 Mannino, G.: 1962, Mem.Soc.Astr.Ital. 33, 147
2	1960ATsir.215....2K	 Kulikov, V.I.: 1960, Astron. Tsirk. No. 215, 2
2	1983PZP.....5..176T	 Tsvetkov, D.Y.: 1983, Perm.Zvezdy 5, 176
0	-------------------	 (new estimates of Kulikov's data)
2	1960IAUC.1750....1B	 Bertola, F.: 1960, IAU Circ. No. 1750
1	1964AJ.....69..236B	 Bertola, F.: 1964, Astron.J. 69, 239
2	1961ATsir.223....1Z	 Zaitseva, G.V.: 1961, Astron. Tsirk. No. 223, 1
2	1983PZP.....5..176T	 Tsvetkov, D.Y.: 1983, Perm.Zvezdy 5, 176
0	-------------------	 (new estimates of Zaitseva's data)
2	1961AnHar1521.....G	 Gates, H.S.: 1961, Harvard Coll.Ann.Card No. 1521
1	1961PASP...73..185Z	 Zwicky, F.: 1961, Publ.Astron.Soc.Pacific 73, 185
2	1961IAUC.1759....1G	 Gennaro, A., Romano, G.: 1961, IAU Circ. No. 1759
1	1962MmSAI..33...17R	 Romano, G.: 1962, Mem.Soc.Astr.Ital. 33, 17
2	1983PZP.....5..176T	 Tsvetkov, D.Y.: 1983, Perm.Zvezdy 5, 176
0	-------------------	 van den Bergh, S., Henry, R.C.: 1961,
2	1989JRASC..55..173R	 J.Roy.Astron.Soc. Canada 55, 173
2	1961IAUC.1772....1W	 Wild, P.: 1961, IAU Circ. No. 1772
1	1964AJ.....69..236B	 Bertola, F.: 1964, Astron.J. 69, 240
1	1967AJ.....72.1366Z	 Zwicky, F., Barbon, R.: 1967, Astron.J. 72, 1366
1	1967AJ.....72..407R	 Rudnicki, K., Zwicky, F.: 1967, Astron.J. 72, 407
1	1965MmSAI..36..299B	 Bertola, F.: 1965, Mem.Soc.Astr.Ital. 36, 299
1	1964AnAp...27..319B	 Bertola, F.: 1964, Ann.Astrophys. 257, 319
2	1989nane.conf..159C	 (= Contr. Asiago No. 159)
0	-------------------	 (photographic observations)
0	-------------------	 (photoelectric observations)
2	1967TokAB.176.2131K	 Kaho, S.: 1967, Tokyo, Astr. Bull. 176, 2131
2	1963Coel...31...52R	 Rosino, L.: 1963, Coelum 31, 52
1	1963IBVS...37....1R	 Rosino, L.: 1963, IBVS No. 37
1	1964PASP...76..325Z	 Zwicky, F.: 1964, Publ.Astron.Soc.Pacific 76, 325
1	1968AJ.....73.1021K	 Kowal, C.T.: 1968, Astron.J. 73, 1021
0	-------------------	 Sargent, W.L.W., et al.: 1974, Supernovae and Supernova Remnants,
0	-------------------	 ed. C.B. Cosmovici, Dordrecht: Reidel,p.33
2	1963IAUC.1816....1R	 Rosino, L.: 1963, IAU Circ. No. 1816
1	1965MmSAI..36..299B	 Bertola, F.: 1965, Mem.Soc.Astr.Ital. 36, 299
2	1989nane.conf..182C	 (= Contr. Asiago No. 182)
1	1964MmSAI..35..129C	 Chincarini, G., Margoni, R.: 1964, Mem.Soc.Astr.Ital. 35, 129
2	1989nane.conf..149C	 (= Contr. Asiago No. 149)
1	1982A&A...116...43B	 Barbon, F., Ciatti, F., Rosino, L.: 1982, Astron.Astrophys. 116, 43
0	-------------------	 (new estimates of Chincarini's data)
2	1963IAUC.1831....1W	 Wild, P.: 1963, IAU Circ. No. 1831
2	1964IAUC.1856....1K	 Kaho, S., Tomita, K.: 1964, IAU Circ. No. 1856
2	1967TokAB.176.2131K	 Kaho, S.: 1967, Tokyo Astr. Bull. 176, 2131
0	-------------------	 Bertola, F., Mammano, A., Perinotto, M.: 1965,
2	1989ESASP.532..174C	 Contr. Asiago No. 174
2	1963IAUC.1856....1W	 Wild, P.: 1963, IAU Circ. No. 1856
2	1964IAUC.1856....1H	 Haro, G.: 1964, IAU Circ. No. 1856
2	1964IAUC.1856....1K	 Kaho, S.: 1964, IAU Circ. No. 1856
2	1967TokAB.176.2131K	 Kaho, S.: 1967, Tokyo Astr. Bull. 176, 2131
1	1964IBVS...50....2B	 Balazs, B.: 1964, IBVS No. 50
1	1964IBVS...56....1A	 Ahnert, P.: 1964, IBVS No. 56
2	1964ATsir...0..291C	 Chuadze, A.D.: 1964, Astr. Tsirk. No. 291
2	1967TokAB.176.2131K	 Kaho, S.: 1967, Tokyo Astr. Bull. 176, 2131
2	1964ATsir...0..301Z	 Zaitseva, C.V.: 1964, Astr. Tsirk. No. 301
2	1983PZP.....5..176T	 Tsvetkov, D.Y.: 1983, Perm. Zvezdy 5, 176
0	-------------------	 (new estimates of Zaitseva's data)
2	1966MiWie...3..195L	 Loechel, K.: 1966, Mitt. Ver Sterne 3, 195
0	-------------------	 Bertola, F., Mammano, A., Perinotto, M.: 1965,
2	1989ESASP.532..174C	 Contr. Asiago No. 174
2	1964IAUC.1882....1W	 Wild, P.: 1964, IAU Circ. No. 1882
1	1971MmSAI..42..145C	 Ciatti, F., Barbon, R.: 1971, Mem.Soc.Astr.Ital. 42, 145
1	1966PZ.....16...90V	 Lyu Van Lyong, Panarin, Y.P.: 1966, Perm. Zvezdy 16, 90
2	1965IAUC.1912....1A	 Antal, M.: 1965, IAU Circ. No. 1912
2	1965IAUC.1914....1R	 Rosino, L.: 1965, IAU Circ. No. 1912, 1914
2	1965IAUC.1934....1S	 Wild, P.: 1965, IAU Circ. No. 1934
2	1968TokAB.189.2213K	 Kaho, S.: 1968, Tokyo Astr. Bull. 189, 2213
1	1967AN....289..247R	 Rudnicki, K.: 1966, Astron. Nachr. 289, 247
1	1971MmSAI..42..145C	 Ciatti, F., Barbon, R.: 1971, Mem.Soc.Astr.Ital. 42, 145
2	1989nane.conf..254C	 (= Contr. Asiago No. 254)
1	1967AN....290..135R	 Rudnicki, K.: 1967, Astron. Nachr. 290, 135
1	1968MmSAI..39..189C	 Chincarini, G., Perinotto, M.: 1968, Mem.Soc.Astr.Ital. 39, 188
2	1989nane.conf..205C	 (= Contr. Asiago No. 205)
0	-------------------	 Borzov, G.G., Dibay, E.A., Esipov, V.F., Pronik, W.I.: 1969,
2	1989SvA....13..423.	 Sov. Astr. 13, 423
2	1968TokAB.189.2213K	 Kaho, S.: 1968, Tokyo Astr. Bull. 189, 2213
0	-------------------	 (91cm Reflector)
0	-------------------	 (Schmidt-Camera)
2	1966IAUC.1986....1W	 Wild, P.: 1966, IAU Circ. No. 1986
1	1967AN....290..135R	 Rudnicki, K.: 1967, Astron. Nachr. 290, 135
1	1971MmSAI..42..145C	 Ciatti, F., Barbon, R.: 1971, Mem.Soc.Astr.Ital. 42, 145
2	1989nane.conf..254C	 (= Contr. Asiago No. 254)
2	1966IAUC.1978....1R	 Rosino, L.: 1966, IAU Circ. No. 1978
0	-------------------	 de Vaucouleurs, G., Solheim, J.E., Brown, R.: 1967,
2	1989Afz...425..365.	 Contr. McDonald Obs. No. 425 (= Astrofizika 3, 365)
1	1967IBVS..206....1M	 Marx, S., Pfau, W.: 1967, IBVS No. 206 (B = b+0.1(B-V))
1	1969AbaOB..37....9C	 Chuadze, A.D., Barblishvili, T.I.: 1969, Bull. Abastumani Obs. 37, 9
0	-------------------	 Borzov, G.G., Dibay, E.A., Esipov, V.F., Pronik, W.I.: 1969,
2	1989SvA....13..423.	 Sov. Astr. 13, 423
2	1968TokAB.189.2213K	 Kaho, S.: 1968, Tokyo Astr. Bull. 189, 2213
1	1967IAUC.2002....1B	 Bertola, F.: 1967, IAU Circ. No. 2002
1	1967IAUC.2004....1D	 Detre, L.: 1967: IAU, Circ. No. 2002
2	1968TokAB.189.2213K	 Kaho, S.: 1968, Tokyo Astr. Bull. 189, 2213
2	1966IAUC.2051....1D	 Detre, L., Lovas, M.: 1966, IAU Circ. No. 2051
2	1969ATsir...0..498R	 Russev, R.: 1969, Astr. Tsirk. No. 498
1	1971MmSAI..42..145C	 Ciatti, F., Barbon, R.: 1971, Mem.Soc.Astr.Ital. 42, 145
2	1989nane.conf..254C	 (= Contr. Asiago No. 254)
2	1968IAUC.2061....1H	 Haro, G., Chavira, E.: 1968, IAU Circ. No. 2061
1	1971MmSAI..42...67B	 Bertola, F., Ciatti, F.: 1971, Mem.Soc.Astr.Ital. 42, 67
2	1989nane.conf..253C	 (= Contr. Asiago No. 253)
1	1969IAUC.2134....1R	 Rosino, L.: 1969, IAU Circ. No. 2134
2	1969IAUC.2134....1R	 Detre, L., Jankowitch, I.: 1969, IAU Circ. No. 2134
1	1973MmSAI..44...65B	 Barbon, R., Ciatti, F., Rosino, L.: 1973, Mem.Soc.Astr.Ital. 44, 65
2	1989nane.conf..284C	 (= Contr. Asiago No. 284)
1	1975IBVS.1062....1D	 Dubjago, I., Tokhtsev, S.S.: 1975, IBVS No. 1062
1	1970IAUC.2279....1R	 Rosino, L.: 1970, IAU Circ. No. 2279
1	1973MmSAI..44...65B	 Barbon, R., Ciatti, F., Rosino, L.:1973, Mem.Soc.Astr.Ital. 44, 65
2	1989nane.conf..284C	 (= Contr. Asiago No. 284)
1	1970IAUC.2287....1W	 Wild, P.: 1970, IAU Circ. No. 2287
1	1971IAUC.2321....1R	 Rosino, L.: 1971, IAU Circ. No. 2321
0	-------------------	 de Vaucouleurs, G., de Vaucouleurs, A., Brown, G.S.: 1971,
1	1989EL......9...77C	 Astrophys.Letters 9, 77
2	1983PZP.....5..176T	 Tsvetkov, D.Y.: 1983, Perm.Zvezdy 5, 176
1	1975IBVS.1046....1F	 Fornin, S.K., Ursin, L.A.: 1972, IBVS No. 1046
1	1973MmSAI..44...65B	 Barbon, R., Ciatti, F., Rosino, L.:1973, Mem.Soc.Astr.Ital. 44, 65
2	1989nane.conf..284C	 (= Contr. Asiago No. 284)
2	1971IAUC.2332....1D	 Kimeridze, G.N.: 1971, IAU Circ. No. 2332
2	1971IAUC.2333....1O	 Various Observers: 1971, IAU Circ. No. 2330, 2332, 2333,
0	-------------------	 2334, 2338, 2341, 2347
0	-------------------	 Locher, K.: 1971, private communication
1	1973PASP...85..321D	 Deming, D., Rust, B., Olson, E.: 1973, Publ.Astron.Soc.Pacific 85, 321
1	1973A&A....22..317D	 Duerbeck, H.: 1973, Astron.Astrophys. 22, 317
1	1973MmSAI..44...65B	 Barbon, R., Ciatti, F., Rosino, L.:1973, Mem.Soc.Astr.Ital. 44, 65
2	1989nane.conf..284C	 (= Contr. Asiago No. 284)
1	1971IAUC.2336....1L	 Logan, W.: 1971, IAU Circ. No. 2336
1	1971IAUC.2339....1L	 Locher, K.: 1971, IAU Circ. No. 2339, 2343
1	1971IAUC.2350....1S	 Seiler, F.: 1971, IAU Circ. No. 2350
2	1976ATsir...0..906L	 Lyuty, V.M.: 1976, Astr. Tsirk. No. 906
1	1973MmSAI..44...65B	 Barbon, R., Ciatti, F., Rosino, L.:1973, Mem.Soc.Astr.Ital. 44, 65
2	1989nane.conf..284C	 (= Contr. Asiago No. 284)
2	1972IAUC.2434....1W	 Various Observers: 1972, IAU Circ. No. 2405, 2407, 2413, 2421, 2434
1	1973A&A....28..295A	 Ardeberg, A.L., de Grood, M.J.: 1973, Astron.Astrophys. 28, 295
1	1973MNSSA..32...54J	 Jarret, A.H., Eksten, J.P.: 1973, Mon.Not.Astr.Soc. South Africa 32, 54
2	1989IBVS..828....1.	 (= IBVS No. 828)
1	1972IBVS..700....1C	 Cousin, A.W.J.: 1972, IBVS No. 700
0	-------------------	 Lee, T.A., Wamsteker, W., Wisniewski, W.Z., Wdowiak, T.J.: 1972,
2	1989AJ....177L..59.	 Astron.J. 177, L59
1	1972IAUC.2431....1G	 Goranskij, V.P.: 1972, IAU Circ. No. 2431
1	1972IAUC.2434....1W	 Wood, R., Penston, M.: 1972, IAU Circ. No. 2434
1	1973A&A....29...57B	 Barbon, R., Ciatti, F., Rosino, L.: 1973, Astron.Astrophys. 29, 57
2	1989nane.conf..287C	 (= Contr. Asiago No. 287)
1	1972IAUC.2437....1P	 Pigatto, L.: 1972, IAU Circ. No. 2437
1	1977A&A....57...73C	 Ciatti, F., Rosino, L.: 1977, Astron.Astrophys. 57, 73
1	1973IAUC.2476Q...1W	 Wild, P.: 1973, IAU Circ. No. 2476
1	1973A&A....29...57B	 Barbon, R., Ciatti, F., Rosino, L.: 1973, Astron.Astrophys. 29, 57
2	1989nane.conf..287C	 (= Contr. Asiago No. 287)
1	1973IAUC.2485....1K	 Kowal, C.: 1973, IAU Circ. No. 2485
1	1978A&AS...34..387C	 Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	1973IAUC.2571....1W	 Wild, P.: 1973, IAU Circ. No. 2571
1	1973IAUC.2576....1R	 Rosino, L.: 1973, IAU Circ. No. 2576
1	1977A&A....57...73C	 Ciatti, F., Rosino, L.: 1977, Astron.Astrophys. 57, 73
2	1974IAUC.2671....1R	 Various Observers: 1974, IAU Circ. No. 2664, 2666, 2668, 2671
1	1977A&A....57...73C	 Ciatti, F., Rosino, L.: 1977, Astron.Astrophys. 57, 73
1	1976MNRAS.175..595P	 Patchett, B., Wood, R.: 1967, Mon.Not.R.Astr.Soc. 175, 595
1	1974IAUC.2707....1R	 Rosino, L.: 1974, IAU Circ. No. 2707
1	1974IAUC.2714....1B	 Bianchini, A., Ciatti, F., Rosino, L.: IAU Circ. No. 2714
1	1977A&A....57...73C	 Ciatti, F., Rosino, L.: 1977, Astron.Astrophys. 57, 73
1	1975IAUC.2883....1S	 Szeidl, B., Lovas, M.: 1975, IAU Circ. No. 2789
1	1978A&AS...34..387C	 Ciatti, F., Rosino, L.: 1977 Astron.Astrophys.Suppl.Series 34, 387
2	1975IAUC.2866....1B	 Various Observers: 1975, IAU Circ. No. 2858, 2859, 2866
1	1978A&AS...34..387C	 Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
2	1983PZP.....5..176T	 Tsvetkov, D.Y.: 1983, Perm.Zvezdy 5, 176
1	1977MNRAS.181..677W	 Wegner, G.: 1977, Mon.Not.R.Astr.Soc. 181, 677
1	1975IAUC.2874....1K	 Kowal, C.: 1975, IAU Circ. No. 2874
1	1978A&AS...34..387C	 Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	1975IAUC.2878....1K	 Kowal, C.: 1975, IAU Circ. No. 2878
1	1978A&AS...34..387C	 Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	1976IAUC.2935....1S	 Szeidl, B., Lovas, M.: 1976, IAU Circ. No. 2935
0	-------------------	 de Vaucouleurs, G. de Vaucouleurs, A., Odewahn, S.: 1980,
2	1989PASP...93..181.	 Publ.Astron.Soc.Pacific 93, 181
1	1978A&AS...34..387C	 Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
2	1983PZP.....5..176T	 Tsvetkov, D.Y.: 1983, Perm.Zvezdy 5, 176
1	1977MNRAS.181..677W	 Wegner, G.: 1977, Mon.Not.R.Astr.Soc. 181, 677
1	1976IAUC.2998....1S	 Szeidl, B., Lovas, M.: 1976, IAU Circ. No. 2998
1	1976IAUC.2999....2W	 Wild, P.: 1976, IAU Circ. No. 2999
1	1979AJ.....84..502W	 Wegner, G.: Astron.J. 84, 502
1	1976MNSSA..35...97M	 Martin, W.L: 1976, Mon.Not.Roy.Astr.Soc. South Africa 35, 97
1	1979AJ.....84..502W	 Wegner, G.: 1979, Astron.J. 84, 502
1	1978A&AS...34..387C	 Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	1976IAUC.3021....1R	 Rosino, L.: 1976, IAU Circ. No. 3021
1	1978A&AS...34..387C	 Ciatti, F., Rosino, L.: 1978, Astron.Astrophys.Suppl.Series 34, 387
1	1977IAUC.3037....1R	 Rosino, L.: 1977, IAU Circ. No. 3037
1	1978IAUC.3297....1W	 Wild, P.: 1978, IAU Circ. No. 3297
1	1978IAUC.3299....2K	 Kirshner, R.P., McClintock, J.: 1978, IAU Circ. No. 3299
1	1978IAUC.3302....3W	 Wills, D., Buta, R., McCall, M.: 1978, IAU Circ. No. 3302
0	-------------------	 Barbon, R., Ciatti, F., Rosino, L., Rafanelli, P.: 1982,
2	1989A&A...116...43.	 Astron.Astrophys. 116, 43
1	1979IAUC.3340....1R	 Rosino, L.: 1979, IAU Circ. No. 3340
1	1979IAUC.3341....2K	 Kirshner, R.P., Canizares, C.: 1979, IAU Circ. No. 3341
2	1989IAUC.3345....1C	 Ciatti, F., Ortolani, S., Rafanelli, P., Rosino, L.: IAU Circ. No. 3345
0	-------------------	 Barbon, R., Ciatti, F., Rosino, S., Rafanelli, P.: 1982,
2	1989A&A...116...43.	 Astron.Astrophys. 116, 43
1	1980IAUC.3462....1W	 Wild, P.: 1980, IAU Circ. No. 3462
2	1982ATsir...0.1236T	 Tsvetkov, D.Y.: 1982, Astr. Tsirk. No. 1236
1	1980IAUC.3548....1M	 Maza, J., Wischnjewsky, M.: 1980, IAU Circ. No. 3548
1	1980IAUC.3556....2B	 Blanco, V.M.: 1980, IAU Circ. No. 3556
2	1980IAUC.3556....1M	 Koorneef, J., Lab, J., Barbier, R.: 1980, IAU Circ. No. 3556
1	1982IBVS.2065....1O	 Olzewski, E.W.: 1982, IBVS No. 2065
0	-------------------	 Landolt, A.U.: 1985, private communication
2	1981IAUC.3589....1M	 Various Observers: 1981, IAU Circ. No. 3508, 3583, 3584, 3589
1	1981Msngr..24...27V	 Various Observers: 1981, The Messenger 24, 27
1	1982A&A...116...35B	 Barbon, R., Ciatti, F., Rosino, L.: 1982, Astron.Astrophys. 116, 35
1	1982SvAL....8..115T	 Tsvetkov, D.Y.: 1982, Sov. Astr. Letters 8, 115
1	1983PASP...95...72B	 Buta, R.J., Turner, A.: 1983, Publ.Astron.Soc.Pacific 95, 72
1	1981IAUC.3583....1C	 Cragg, Y., Evans, R.: 1981, IAU Circ. No. 3583
2	1981IAUC.3583....1C	 Wischnjewsky, M., Maza, J.: 1981, IAU Circ. No. 3583
0	-------------------	 Walker, W.S.G., Marino, B.F.: 1982, Publ.Var.Star Sect.,
0	-------------------	 R.Astron.Soc. New Zealand 10, 53
1	1982IAUC.3667....1W	 Wild, P.: 1982, IAU Circ. No. 3667
1	1982IAUC.3671....1S	 Barbon, R., Ciatti, F., Rosino, L.: 1982, IAU Circ. No. 3671
1	1982IAUC.3678....3W	 Wood, R.: 1982, IAU Circ. No. 3678
1	1983IBVS.2382....1C	 Cadonau, R., Trefzger, C.F.: 1983, IBVS No. 2382
2	1983ATsir...0.1274T	 Tsvetkov, D.Y.: 1983, Astr. Tsirk. No. 1274
1	1983IAUC.3789....1K	 Kosai, H., Kozai, Y.: 1983, IAU Circ. No. 3789
1	1983IAUC.3877....1E	 Evans, R., MacLean, N.S.W.: 1983, IAU Circ. No. 3789, 3814
1	1983IAUC.3794....1C	 Corwin, H.G.: 1983, IAU Circ. No. 3794
1	1983IAUC.3787....1A	 Aksenov, E. P.: 1983, IAU Circ. No. 3794
0	-------------------	 Harris, G.L.H., Hesser, J.E., Massey, P.: 1983,
2	1989PASP...95..607.	 Publ.Astron.Soc.Pacific 95, 607
1	1983IAUC.3814....2P	 Peterson, C.J.: 1983, IAU Circ. No. 3814
1	1985PASP...97..229B	 Buta, R.J., Corwin, H.G.: 1984, Publ.Astron.Soc.Pacific 97, 229
1	1983IAUC.3835....1T	 Thompson, G.D.: 1983, IAU Circ. No. 3835
1	1983IAUC.3766....1C	 Cragg, T.: 1983, IAU Circ. No. 3835
0	-------------------	 Evans, R., MacLean, N.S.W., Langhans, T., Mattei, J.: 1983,
2	1989CiInf.....3841I	 IAU Circ. No. 3841
0	-------------------	 Richtler, T.: 1984, private communication
1	1983IAUC.3842....1W	 Wamsteker, W.: 1983, IAU Circ. No. 3842
0	-------------------	 Wamsteker, W.: 1989, private communication
0	-------------------	 (520nm: Fine Error Sensitometer on IUE)
0	-------------------	 Panagia et al.: 1991, in preparation
1	1983IAUC.3887....1A	 Aksenov, E.P.: 1983, IAU Circ. No. 3887
1	1983IAUC.3892....3W	 Wood, R.: 1983, IAU Circ. No. 3892
1	1983IAUC.3899....3M	 Massone, G.: 1983, IAU Circ. No. 3899
1	1984IAUC.3915....3V	 Verdenet, M.: 1984, IAU Circ. No. 3915
1	1985ApJ...293L..77D	 De Robertis, M.M., Pinto, P.A.: 1985, Astrophys.J. 293, 77
0	-------------------	 ((C-E) = pg-0.2)
1	1984IAUC.3908....2R	 Rosino, L.: 1984, IAU Circ. No. 3908, 3910
1	1984IAUC.3912....2A	 Argyle, R.W.: 1984, IAU Circ. No. 3912
1	1984IAUC.3936....3V	 Verdenet, M: 1984, IAU Circ. No. 3936
0	-------------------	 Cadonau, R., Trefzger, C.F.: 1984, unpublished
1	1986Afz....25..279K	 Kimeridze, G.N., Tsevtkov, D.Y.: 1986, Astrofizika, 25, 279
1	1989A&A...220...83B	 Barbon, R., Iijimma, T., Rosino, L: 1989, Astron. Astrophys. 220, 83
0	-------------------	 Leibundgut, B., Phillips, M.M, Graham, J.A: 1990,
2	1989PASP..102..898.	 Pub.Astr.Soc.Pacific, 102, 898
0	-------------------	 (photographic observations)
0	-------------------	 (photoelectric observations)
